time|deviceName|process|description|processName|timeWindow|numberOfOccurrence|processId
07:50:36|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:50:36|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:51:17|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:405||||
07:51:17|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:405||||
07:51:17|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:51:17|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:52:24|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52917+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
07:52:24|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52917+AF0-| Service exited with abnormal code: 78||||
07:53:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:406||||
07:53:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:406||||
07:53:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:53:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:54:09|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:407||||
07:54:09|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:407||||
07:54:09|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:54:09|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:56:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:408||||
07:56:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:408||||
07:56:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:56:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:56:40|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:409||||
07:56:40|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:409||||
07:56:40|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:56:40|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:57:44|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
07:57:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:410||||
07:57:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:410||||
07:57:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:57:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
07:58:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52927+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
07:58:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52927+AF0-| Service exited with abnormal code: 78||||
07:59:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52928+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
07:59:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52928+AF0-| Service exited with abnormal code: 78||||
07:59:32|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:411||||
07:59:32|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:411||||
07:59:32|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
07:59:32|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:00:25|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:412||||
08:00:25|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:412||||
08:00:25|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:00:25|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:01:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:413||||
08:01:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:413||||
08:01:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:01:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:01:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52932+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:01:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52932+AF0-| Service exited with abnormal code: 78||||
08:03:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:414||||
08:03:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:414||||
08:03:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:03:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:04:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:415||||
08:04:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:415||||
08:04:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:04:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:05:03|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:416||||
08:05:03|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:416||||
08:05:03|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:05:03|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:05:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52935+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:05:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52935+AF0-| Service exited with abnormal code: 78||||
08:07:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52936+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:07:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52936+AF0-| Service exited with abnormal code: 78||||
08:07:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:417||||
08:07:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:417||||
08:07:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:07:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:08:05|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
08:08:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:418||||
08:08:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:418||||
08:08:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:08:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:09:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52937+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:09:11|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52937+AF0-| Service exited with abnormal code: 78||||
08:09:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:419||||
08:09:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:419||||
08:09:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:09:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:10:24|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:420||||
08:10:24|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:420||||
08:10:24|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:10:24|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:10:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:421||||
08:10:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:421||||
08:10:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:10:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:12:57|BBAOMACBOOKAIR2|(com.apple.xpc.launchd.domain.pid.mdmclient.52954| Failed to bootstrap path: path +AD0- /usr/libexec/mdmclient, error +AD0- 108: Invalid path||||
08:13:29|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:422||||
08:13:29|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:422||||
08:13:29|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:13:29|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:14:23|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52974+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:14:23|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52974+AF0-| Service exited with abnormal code: 78||||
08:15:07|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:423||||
08:15:07|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:423||||
08:15:07|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:15:07|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:15:57|BBAOMACBOOKAIR2|syncdefaultsd+AFs-52984+AF0-| objc+AFs-52984+AF0- Class SYDClient is implemented in both /System/Library/PrivateFrameworks/SyncedDefaults.framework/Versions/A/SyncedDefaults and /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd. One of the two will be used. Which one is undefined.||||
08:15:57|BBAOMACBOOKAIR2|syncdefaultsd+AFs-52984+AF0-| objc+AFs-52984+AF0- Class SYDJournal is implemented in both /System/Library/PrivateFrameworks/SyncedDefaults.framework/Versions/A/SyncedDefaults and /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd. One of the two will be used. Which one is undefined.||||
08:16:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:424||||
08:16:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:424||||
08:16:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:16:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:17:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:425||||
08:17:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:425||||
08:17:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:17:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:19:35|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
08:19:56|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52990+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:19:56|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-52990+AF0-| Service exited with abnormal code: 78||||
08:20:19|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:426||||
08:20:19|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:426||||
08:20:19|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:20:19|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:22:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:427||||
08:22:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:427||||
08:22:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:22:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:23:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:428||||
08:23:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:428||||
08:23:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:23:43|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:25:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:429||||
08:25:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:429||||
08:25:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:25:48|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:26:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53004+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:26:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53004+AF0-| Service exited with abnormal code: 78||||
08:26:57|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:430||||
08:26:57|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:430||||
08:26:57|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:26:57|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:27:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:431||||
08:27:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:431||||
08:27:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:27:31|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:28:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53006+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:28:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53006+AF0-| Service exited with abnormal code: 78||||
08:30:07|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
08:30:13|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:432||||
08:30:13|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:432||||
08:30:13|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:30:13|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:30:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:433||||
08:30:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:433||||
08:30:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:30:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:31:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:434||||
08:31:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:434||||
08:31:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:31:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:31:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:435||||
08:31:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:435||||
08:31:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:31:54|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:32:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:436||||
08:32:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:436||||
08:32:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:32:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:32:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53014+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:32:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53014+AF0-| Service exited with abnormal code: 78||||
08:34:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:437||||
08:34:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:437||||
08:34:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Mux ID not found in mapping dictionary||||
08:34:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:8813 +AC0- Can't handle disconnect with invalid ecid||||
08:36:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53019+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
08:36:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53019+AF0-| Service exited with abnormal code: 78||||
08:38:21|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-53020+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
