time|deviceName|process|description|processName|timeWindow|numberOfOccurrence|processId
12:47:18|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:47:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:508||||
12:47:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:508||||
12:47:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:47:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:48:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54043+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
12:48:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54043+AF0-| Service exited with abnormal code: 78||||
12:48:23|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:509||||
12:48:23|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:509||||
12:48:23|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:48:23|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:48:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:510||||
12:48:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:510||||
12:48:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:48:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:49:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:511||||
12:49:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:511||||
12:49:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:49:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:49:25|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:512||||
12:49:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:512||||
12:49:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:49:26|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:50:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54044+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
12:50:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54044+AF0-| Service exited with abnormal code: 78||||
12:50:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:513||||
12:50:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:513||||
12:50:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:50:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:50:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:514||||
12:50:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:514||||
12:50:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:50:38|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:51:26|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
12:51:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:515||||
12:51:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:515||||
12:51:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:51:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:52:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:516||||
12:52:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:516||||
12:52:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:52:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:53:15|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:517||||
12:53:15|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:517||||
12:53:15|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:53:15|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:53:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:518||||
12:53:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:518||||
12:53:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:53:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:53:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:519||||
12:53:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:519||||
12:53:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:53:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:54:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54048+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
12:54:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54048+AF0-| Service exited with abnormal code: 78||||
12:54:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:520||||
12:54:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:520||||
12:54:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:54:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:56:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:521||||
12:56:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:521||||
12:56:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:56:10|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:56:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:522||||
12:56:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:522||||
12:56:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:56:42|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:57:46|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:523||||
12:57:46|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:523||||
12:57:46|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:57:46|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:58:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:524||||
12:58:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:524||||
12:58:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:58:05|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:58:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54061+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
12:58:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54061+AF0-| Service exited with abnormal code: 78||||
12:59:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:525||||
12:59:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:525||||
12:59:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:59:04|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
12:59:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:526||||
12:59:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:526||||
12:59:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
12:59:30|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:00:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54064+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:00:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54064+AF0-| Service exited with abnormal code: 78||||
13:00:12|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:527||||
13:00:12|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:527||||
13:00:12|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:00:12|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:00:33|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:528||||
13:00:33|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:528||||
13:00:33|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:00:33|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:00:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:529||||
13:00:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:529||||
13:00:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:00:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:01:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:530||||
13:01:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:530||||
13:01:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:01:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:01:44|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
13:01:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:531||||
13:01:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:531||||
13:01:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:01:55|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:03:00|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:532||||
13:03:00|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:532||||
13:03:00|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:03:00|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:04:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54093+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:04:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54093+AF0-| Service exited with abnormal code: 78||||
13:04:34|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:533||||
13:04:34|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:533||||
13:04:34|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:04:34|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:05:27|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:534||||
13:05:27|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:534||||
13:05:27|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:05:27|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:05:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:535||||
13:05:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:535||||
13:05:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:05:53|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:06:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:536||||
13:06:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:536||||
13:06:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:06:14|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:06:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:537||||
13:06:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:537||||
13:06:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:06:45|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:06:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:538||||
13:06:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:538||||
13:06:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:06:59|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:07:16|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:539||||
13:07:16|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:539||||
13:07:16|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:07:16|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:07:37|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:540||||
13:07:37|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:540||||
13:07:37|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:07:37|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:08:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54095+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:08:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54095+AF0-| Service exited with abnormal code: 78||||
13:08:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:541||||
13:08:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:541||||
13:08:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:08:35|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:10:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54099+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:10:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54099+AF0-| Service exited with abnormal code: 78||||
13:11:51|BBAOMACBOOKAIR2|syslogd+AFs-113+AF0-| ASL Sender Statistics||||
13:14:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54113+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:14:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54113+AF0-| Service exited with abnormal code: 78||||
13:18:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54115+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:18:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54115+AF0-| Service exited with abnormal code: 78||||
13:20:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54117+AF0-| Could not find uid associated with service: 0: Undefined error: 0 501||||
13:20:06|BBAOMACBOOKAIR2|(com.apple.mdworker.bundles+AFs-54117+AF0-| Service exited with abnormal code: 78||||
13:21:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:542||||
13:21:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:542||||
13:21:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
13:21:08|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Can't handle disconnect with invalid ecid||||
13:21:39|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:543||||
13:21:39|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| Entered:+AF8AXw-thr+AF8-AMMuxedDeviceDisconnected, mux+AC0-device:543||||
13:21:39|BBAOMACBOOKAIR2|AMPDeviceDiscoveryAgent+AFs-976+AF0-| tid:9427 +AC0- Mux ID not found in mapping dictionary||||
